COD_CIR,Origen,Destino,Nom_orig,Nom_Des,Km,Res,Reac,tension,proy
LNX-114,SICN-26,SICN-83,Independencia 220 kV,Aceros 220 kV,24.6,0.083,0.49,220,0
LNE-23A,SICN-26,SICN-25,Independencia 220 kV,Ica 220 kV,55.39,0.083,0.4899,220,0
LNE-23C,SICN-26,SICN616,Independencia 220 kV,Viñedos 220 kV,26.13,0.08299,0.4899,220,0
LNE-23D,SICN616,SICN-25,Viñedos 220 kV,Ica 220 kV,31.13,0.08299,0.4899,220,0
LNX-A99,SICN-25,SICN135,Ica 220 kV,Mayorazgo 220 kV,27.02,0.08297,0.49,220,0
LNX-B99,SICN135,SICN129,Mayorazgo 220 kV,Intermedia 220 kV,20.62,0.08297,0.49,220,0
LNXA100,SICN130,SICN116,Derivacion 220 kV,Nazca 220 kV,73.5,0.083,0.49,220,0
LNXC100,SICN116,SICN029,Nazca 220 kV,Poroma 220 kV,18.5,0.08296,0.490919,220,0
LNXD100,SICN-29,SICN029,Marcona 220 kV,Poroma 220 kV,25.5,0.082963,0.490667,220,0
LNEC154,SICN-25,SICN135,Ica 220 kV,Mayorazgo 220 kV,37.74,0.082792,0.490577,220,0
LNED154,SICN135,SICN129,Mayorazgo 220 kV,Intermedia 220 kV,23.32,0.083,0.4952,220,0
LNEB154,SICN130,SICN029,Derivacion 220 kV,Poroma 220 kV,90,0.083,0.4952,220,0
LNX-189,SICN135,SICN136,Mayorazgo 220 kV,Totoral 220 kV,30.3,0.0742,0.495,220,0
LNX-190,SICN135,SICN136,Mayorazgo 220 kV,Totoral 220 kV,30.3,0.0742,0.495,220,0
LNE-126,SICN029,SICN-29,Poroma 220 kV,Marcona 220 kV,27,0.0708,0.5027,220,0
LNE-127,SICN029,SICN-29,Poroma 220 kV,Marcona 220 kV,27,0.0708,0.5027,220,0
LNE-228,SICN229,SICN-29,Tres Hermanas 220 kV,Marcona 220 kV,31.1,0.0617,0.505,220,0
LNE-229,SICN-29,SICN329,Marcona 220 kV,El Hierro 220 kV,9.21,0.0314,0.5403,220,0
LNE-328,SICN029,SICN429,Poroma 220 kV,Mina Justa 220 kV,14.012,0.0645,0.497,220,0
LNE-329,SICN529,SICN029,Flamenco 220 kV,Poroma 220 kV,0.675,0.0637,0.523,220,0
LNE-330,SICN615,SICN-29,San Juan de Marcona 220 kV,Marcona 220 kV,32.83,0.0665,0.4977,220,0
LNE-037,SICN-28,SICN-22,Mantaro 220 kV,Huancavelica 220 kV,66.47,0.0603,0.5048,220,0
LNE-038,SICN-22,SICN-26,Huancavelica 220 kV,Independencia 220 kV,180.78,0.0603,0.506,220,0
LNE-36A,SICN-28,SICN-22,Mantaro 220 kV,Huancavelica 220 kV,66.47,0.0603,0.5048,220,0
LNE-36C,SICN-22,SIEC-10,Huancavelica 220 kV,Caudalosa 220 kV,71.96,0.0603,0.506,220,0
LNE-36D,SIEC-10,SICN-26,Caudalosa 220 kV,Independencia 220 kV,108.9,0.0603,0.506,220,0
LEC-011,SICN-22,SIEC-12,Huancavelica 220 kV,Ayacucho Oeste 220 kV,93.35,0.053668,0.506829,220,0
LEC-012,SIEC-12,SIEC-05,Ayacucho Oeste 220 kV,Mollepata 220 kV,10.27,0.053668,0.506829,220,0
LNE-041,SICN-28,SICN-24,Mantaro 220 kV,Huayucachi 220 kV,76.59,0.0556,0.5,220,0
LNE-132,SICN-24,SICN111,Huayucachi 220 kV,Orcotuna 220 kV,26.135,0.057811,0.501717,220,0
LNE-572,SICN111,SICN607,Orcotuna 220 kV,San Mateo 220 kV,120.835,0.057881,0.500371,220,0
LNE-573,SICN607,SICN102,San Mateo 220 kV,Huanza 220 kV,33.16,0.0579,0.5,220,0
LNE-114,SICN102,SICN158,Huanza 220 kV,Carabayllo 220 kV,73.654,0.0579,0.5,220,0
LNE-034,SICN-28,SICN-43,Mantaro 220 kV,Pomacocha 220 kV,192.22,0.0603,0.5048,220,0
LNE-035,SICN-28,SICN-43,Mantaro 220 kV,Pomacocha 220 kV,192.22,0.0603,0.5048,220,0
LNE-553,SICN-28,SIEC-14,Mantaro 220 kV,Pucara 220 kV,63.57,0.0601,0.5024,220,0
LNE-554,SICN-28,SIEC-14,Mantaro 220 kV,Pucara 220 kV,63.52,0.0601,0.5024,220,0
LNE-555,SIEC-14,SICN-37,Pucara 220 kV,Pachachaca 220 kV,133.39,0.0601,0.5024,220,0
LNE-556,SIEC-14,SICN-37,Pucara 220 kV,Pachachaca 220 kV,133.34,0.0601,0.5024,220,0
LNE-557,SIEC-14,SICN606,Pucara 220 kV,Palian 220 kV,25.6,0.056807,0.501305,220,0
LNE-558,SICN606,SICN111,Palian 220 kV,Orcotuna 220 kV,22.47,0.056807,0.501305,220,0
LNE-025,SICN-43,SICN-48,Pomacocha 220 kV,San Juan 220 kV,113.08,0.060242,0.501833,220,0
LNE-026,SICN-43,SICN-48,Pomacocha 220 kV,San Juan 220 kV,113.08,0.060242,0.501833,220,0
LNE-027,SICN-43,SICN-37,Pomacocha 220 kV,Pachachaca 220 kV,13.46,0.0558,0.5033,220,0
LNE-028,SICN-37,SICN506,Pachachaca 220 kV,Callahuanca REP 220 kV,72.64,0.0563,0.4888,220,0
LNE-029,SICN-37,SICN506,Pachachaca 220 kV,Callahuanca REP 220 kV,72.64,0.0563,0.4888,220,0
LNE-230,SICN506,SICN-06,Callahuanca REP 220 kV,Callahuanca 220 kV,0.58,0.075,0.5,220,0
LNE-030,SICN-30,SICN-06,Matucana 220 kV,Callahuanca 220 kV,22.5,0.075,0.501,220,0
LNE-a31,SICN-06,SICN046,Callahuanca 220 kV,Carapongo 220 kV,31,0.0736,0.4969,220,0
LNE-a33,SICN-06,SICN046,Callahuanca 220 kV,Carapongo 220 kV,31,0.0736,0.4969,220,0
LNE-b31,SICN046,SICN-46,Carapongo 220 kV,Cajamarquilla 220 kV,5.4,0.0736,0.4969,220,0
LNE-b33,SICN046,SICN-46,Carapongo 220 kV,Cajamarquilla 220 kV,5.4,0.0736,0.4969,220,0
LNX-053,SICN046,SICN-46,Carapongo 220 kV,Cajamarquilla 220 kV,4,0.07355,0.49686,220,0
LNE-032,SICN-46,SICN-13,Cajamarquilla 220 kV,Chavarria 220 kV,21.42,0.0736,0.4969,220,0
LNE-023,SICN-46,SICN-13,Cajamarquilla 220 kV,Chavarria 220 kV,21.42,0.0736,0.4969,220,0
LNX-175,SICN124,SICN046,Huinco 220 kV,Carapongo 220 kV,41,0.0736,0.5024,220,0
LNX-176,SICN124,SICN046,Huinco 220 kV,Carapongo 220 kV,41,0.0736,0.5024,220,0
LNXs075,SICN046,SICN610,Carapongo 220 kV,San Martín 220 kV,20.7,0.0736,0.5024,220,0
LNXs076,SICN046,SICN610,Carapongo 220 kV,San Martín 220 kV,20.7,0.0736,0.5024,220,0
LNE-149,SICN046,SICN146,Carapongo 220 kV,San Miguel 220 kV,7.55,0.0807,0.48,220,0
LNE-150,SICN046,SICN146,Carapongo 220 kV,San Miguel 220 kV,7.55,0.0807,0.48,220,0
LNX-180,SICN285,SICN-85,Chimay 220 kV,Yanango 220 kV,29.54,0.05,0.52,220,0
LNX-085,SICN-85,SICN-37,Yanango 220 kV,Pachachaca 220 kV,89.4,0.05,0.52,220,0
LNX-080,SICN-85,SICN185,Yanango 220 kV,Yanango Nueva 220 kV,14.62,0.0255,0.3852,220,0
LNE-209,SICN-43,SICN243,Pomacocha 220 kV,Toromocho 220 kV,9.26,0.0518,0.498,220,0
LNE-309,SICN-43,SICN243,Pomacocha 220 kV,Toromocho 220 kV,9.26,0.0518,0.498,220,0
LNE-109,SICN-43,SICN-09,Pomacocha 220 kV,Carhuamayo 220 kV,106,0.0645,0.5137,220,0
LNE-043,SICN-34,SICN-37,Oroya 220 kV,Pachachaca 220 kV,21.63,0.0527,0.5088,220,0
LNE-088,SICN-34,SICN-09,Oroya 220 kV,Carhuamayo 220 kV,75.5,0.0562,0.4995,220,0
LNE-070,SICN-61,SICN-09,Yuncan 220 kV,Carhuamayo 220 kV,53.2,0.055,0.5088,220,0
LNE-071,SICN-61,SICN-09,Yuncan 220 kV,Carhuamayo 220 kV,53.2,0.055,0.5088,220,0
LNE-089,SICN-39,SICN-09,Paragsha 220 kV,Carhuamayo 220 kV,42.2,0.0562,0.4995,220,0
LNX-028,SICN-39,SICN-09,Paragsha 220 kV,Carhuamayo 220 kV,43.32,0.0566,0.4987,220,0
LNX-029,SICN-39,SICN-09,Paragsha 220 kV,Carhuamayo 220 kV,43.32,0.0566,0.4987,220,0
LNX-104,SICN-39,SICN107,Paragsha 220 kV,Francoise 220 kV,50,0.0575,0.505,220,0
LNE-090,SICN-39,SICN-56,Paragsha 220 kV,Vizcarra 220 kV,123.9,0.0562,0.4995,220,0
LNX-a27,SICN-39,SICN614,Paragsha 220 kV,Ishcayucro 220 kV,49.936,0.0563,0.4948,220,0
LNX-b27,SICN614,SICN-80,Ishcayucro 220 kV,Conococha 220 kV,105.936,0.0563,0.4948,220,0
LNX-032,SICN-80,SICN-56,Conococha 220 kV,Vizcarra 220 kV,46.8,0.0575,0.505,220,0
LNX-118,SICN-56,SICN256,Vizcarra 220 kV,Huallanca Nueva 220 kV,1.38,0.0578,0.4979,220,0
LNX-018,SICN-56,SICN157,Vizcarra 220 kV,Antamina 220 kV,52.08,0.0564,0.5007,220,0
LNX-a19,SICN-56,SICN156,Vizcarra 220 kV,Yungas 220 kV,12.41,0.05759,0.511265,220,0
LNX-b19,SICN156,SICN157,Yungas 220 kV,Antamina 220 kV,41.61,0.0576,0.509098,220,0
LNX-119,SICN104,SICN212,Chaglla 220 kV,Huanuco 220 kV,70.284,0.048524,0.380997,220,0
LNX-219,SICN104,SICN212,Chaglla 220 kV,Huanuco 220 kV,70.284,0.048527,0.380988,220,0
LNX-120,SICN212,SICN-39,Huanuco 220 kV,Paragsha 220 kV,103.854,0.048554,0.380124,220,0
LNX-220,SICN212,SICN-39,Huanuco 220 kV,Paragsha 220 kV,103.854,0.048555,0.380118,220,0
LNE-a45,SICN-53,SICN212,Tingo Maria 220 kV,Huanuco 220 kV,81.86,0.057514,0.506381,220,0
LNE-b45,SICN212,SICN-56,Huanuco 220 kV,Vizcarra 220 kV,115.46,0.057509,0.505979,220,0
LNX-134,SICN212,SICN156,Huanuco 220 kV,Yungas 220 kV,110.31,0.039393,0.389529,220,0
LNXa121,SICN-53,SICN153,Tingo Maria 220 kV,Tingo Maria N 220 kV,2.93,0.037048,0.378473,220,0
LNXb121,SICN153,SICN104,Tingo Maria N 220 kV,Chaglla 220 kV,36.16,0.037048,0.378473,220,0
LNE-044,SICN-01,SICN-53,Aguaytia 220 kV,Tingo Maria 220 kV,73.27,0.0575,0.505,220,0
LNE-144,SICN-01,SICN153,Aguaytia 220 kV,Tingo Maria N 220 kV,68.3,0.063586,0.517632,220,0
LNX-142,SICN-01,SICN122,Aguaytia 220 kV,Pucallpa 220 kV,129.3,0.041392,0.384494,220,0
LNE-185,SICN228,SICN-28,Restitucion 220 kV,Mantaro 220 kV,1.62,0.0761,0.4928,220,0
LNE-285,SICN228,SICN-28,Restitucion 220 kV,Mantaro 220 kV,1.62,0.0761,0.4928,220,0
LNE-385,SICN228,SICN-28,Restitucion 220 kV,Mantaro 220 kV,1.62,0.0761,0.4928,220,0
LNE-220,SICN-28,SICN-04,Mantaro 220 kV,Colcabamba 220 kV,1,0.081448,15.925086,220,0
LNE-145,SICN-04,SICN128,Colcabamba 220 kV,CAguila 220 kV,19.4,0.04,0.3909,220,0
LNE-146,SICN-04,SICN128,Colcabamba 220 kV,CAguila 220 kV,19.4,0.0402,0.3905,220,0
LNEA085,SICN-28,SIEC-11,Mantaro 220 kV,Muyurina 220 kV,103.05,0.0422,0.3902,220,0
LNEA086,SICN-28,SIEC-11,Mantaro 220 kV,Muyurina 220 kV,103.05,0.0422,0.3902,220,0
LNEB085,SIEC-11,SICN-74,Muyurina 220 kV,Cotaruse 220 kV,195.05,0.0422,0.3902,220,0
LNEB086,SIEC-11,SICN-74,Muyurina 220 kV,Cotaruse 220 kV,195.05,0.0422,0.3902,220,0
LNX-105,SIEC-11,SIEC-12,Muyurina 220 kV,Ayacucho Oeste 220 kV,10.15,0.0407,0.3813,220,0
LNE-552,SIEC-05,SIEC-11,Mollepata 220 kV,Muyurina 220 kV,4.98,0.064348,0.505742,220,0
LNEA096,SICN-74,SIS-74,Cotaruse 220 kV,Palca 220 kV,285,0.0421,0.114019,220,0
LNEA097,SICN-74,SIS-74,Cotaruse 220 kV,Palca 220 kV,285,0.0421,0.114019,220,0
LNEB096,SIS-74,SIS-24,Palca 220 kV,Socabaya 220 kV,30,0.0421,0.3902,220,0
LNEB097,SIS-74,SIS-24,Palca 220 kV,Socabaya 220 kV,30,0.0421,0.3902,220,0
LNX-092,SIS-74,SIS-75,Palca 220 kV,La Pascana 220 kV,16.71,0.0745,0.506361,220,0
LNX-093,SIS-74,SIS-75,Palca 220 kV,La Pascana 220 kV,16.71,0.0745,0.506361,220,0
LNX-070,SIS-13,SIS-24,Cerro Verde 220 kV,Socabaya 220 kV,9.7,0.068,0.48,220,0
LNX-071,SIS-13,SIS-24,Cerro Verde 220 kV,Socabaya 220 kV,9.7,0.068,0.48,220,0
LNX-065,SIS-24,SIS148,Socabaya 220 kV,Yarabamba 220 kV,3.45,0.0349,0.2846,220,0
LNX-066,SIS-24,SIS148,Socabaya 220 kV,Yarabamba 220 kV,3.45,0.0349,0.2846,220,0
LNX-068,SIS-52,SIS-32,San Jose 220 kV,San Luis CV 220 kV,28.48,0.0706,0.5051,220,0
LNX-067,SIS-52,SIS-32,San Jose 220 kV,San Luis CV 220 kV,28.48,0.0706,0.5051,220,0
LNX-367,SIS-32,SIS132,San Luis CV 220 kV,San_Carlos 220 kV,2.42,0.0639,0.5045,220,0
LNX-368,SIS-32,SIS132,San Luis CV 220 kV,San_Carlos 220 kV,2.42,0.0639,0.5045,220,0
LNX-250,SIS-52,SIS154,San Jose 220 kV,Hub San Jose 220 kV,3.92,0.052372,0.370382,220,0
LNX-251,SIS-52,SIS154,San Jose 220 kV,Hub San Jose 220 kV,3.92,0.052372,0.370382,220,0
LNX-050,SIS154,SIS-133,Hub San Jose 220 kV,Reparticion 220 kV,17.4,0.074419,0.500885,220,0
LNX-051,SIS154,SIS-133,Hub San Jose 220 kV,Reparticion 220 kV,17.4,0.074419,0.500885,220,0
LNX-167,SIS252,SIS352,Lluta 220 kV,Lluclla 220 kV,40,0.043,0.3556,220,0
LNX-168,SIS252,SIS352,Lluta 220 kV,Lluclla 220 kV,40,0.043,0.3556,220,0
LNX-267,SIS352,SIS-52,Lluclla 220 kV,San Jose 220 kV,96.7,0.043,0.3556,220,0
LNX-268,SIS352,SIS-52,Lluclla 220 kV,San Jose 220 kV,96.7,0.043,0.3556,220,0
LSE-025,SIS-24,SIS-18,Socabaya 220 kV,Moquegua 220 kV,106.74,0.0662,0.4909,220,0
LSE-026,SIS-24,SIS-18,Socabaya 220 kV,Moquegua 220 kV,106.74,0.0662,0.4909,220,0
LSE-061,SIS-34,SIS-18,Ilo2 220 kV,Moquegua 220 kV,72.45,0.072,0.3895,220,0
LSE-062,SIS-34,SIS-18,Ilo2 220 kV,Moquegua 220 kV,72.45,0.072,0.3895,220,0
LSE-063,SIS-18,SIS-57,Moquegua 220 kV,Tia Maria 220 kV,84.52,0.0754,0.4878,220,0
LSE-064,SIS-18,SIS-57,Moquegua 220 kV,Tia Maria 220 kV,84.52,0.0754,0.4878,220,1
LSE-a64,SIS-18,SIS-54,Moquegua 220 kV,Ilo3 220 kV,53.98,0.0754,0.4878,220,0
LSE-b64,SIS-54,SIS-57,Ilo3 220 kV,Tia Maria 220 kV,102.08,0.0754,0.4878,220,0
LSE-038,SIS-18,SIS-26,Moquegua 220 kV,Los Heroes 220 kV,124.33,0.0619,0.4981,220,0
LSEa038,SIS-18,SIS-35,Moquegua 220 kV,Montalvo 220 kV,5.55,0.0183,0.2875,220,1
LSEb038,SIS-35,SIS-26,Montalvo 220 kV,Los Heroes 220 kV,129.1,0.0619,0.4981,220,1
LSE-128,SIS135,SIS-35,Rubi 220 kV,Montalvo 220 kV,21.55,0.0816,0.5128,220,0
LSE-028,SIS-18,SIS-35,Moquegua 220 kV,Montalvo 220 kV,5,0.025,0.342,220,0
LSE-058,SIS-35,SIS-26,Montalvo 220 kV,Los Heroes 220 kV,128.78,0.0619,0.507,220,0
LNE-535,SIS-26,SIS-86,Los Heroes 220 kV,La Garita 220 kV,31.07,0.0739,0.4953,220,0
LNE-571,SIS-26,SIS-86,Los Heroes 220 kV,La Garita 220 kV,31.07,0.0739,0.4953,220,0
LSE-037,SIS-18,SIS-67,Moquegua 220 kV,Chilota 220 kV,97.2115,0.0467,0.4975,220,0
LSE-073,SIS-67,SIS-20,Chilota 220 kV,Puno 220 kV,99.5585,0.0467,0.4975,220,0
PPT-096,SIS-49,SIS-50,Azangaro 220 kV,Juliaca 220 kV,77.5,0.0524,0.3903,220,0
PPT-098,SIS-50,SIS-20,Juliaca 220 kV,Puno 220 kV,33.11,0.0524,0.3903,220,0
PPT-097,SIS-42,SIS-49,Tintaya 220 kV,Azangaro 220 kV,128.68,0.0469,0.3874,220,0
PPT-063,SIS-66,SIS-49,San Gaban 220 kV,Azangaro 220 kV,182,0.033584,0.3849,220,0
LSE-200,SIS-66,SIS-89,San Gaban 220 kV,Nueva San Gaban 220 kV,14,0.0525,0.389,220,0
LSE-201,SIS-42,SIS-89,Tintaya 220 kV,Nueva San Gaban 220 kV,208,0.0417,0.388,220,0
LSE-044,SIS-42,SIS-24,Tintaya 220 kV,Socabaya 220 kV,201.43,0.0576,0.5058,220,0
LSE-b44,SIS-42,SIS-24,Tintaya 220 kV,Socabaya 220 kV,201.4251,0.0583,0.5045,220,0
LSE-055,SIS-42,SIS-64,Tintaya 220 kV,Constancia 220 kV,69.167,0.0579,0.5082,220,0
LSE-077,SIS-42,SIS-84,Tintaya 220 kV,Antapacay 220 kV,11.628,0.0825,0.5081,220,0
LSE-078,SIS-42,SIS-84,Tintaya 220 kV,Antapacay 220 kV,11.628,0.0823,0.5087,220,0
LSE-065,SICN-74,SIS-65,Cotaruse 220 kV,Las Bambas 220 kV,131.69,0.0637,0.4925,220,0
LSE-066,SICN-74,SIS-65,Cotaruse 220 kV,Las Bambas 220 kV,131.69,0.0637,0.4925,220,0
LSE-149,SIS-44,SIS-71,Suriray 220 kV,Santa Teresa 220 kV,1.5,0.0474,0.4843,220,0
LSE-249,SIS-44,SIS-72,Suriray 220 kV,Quillabamba 220 kV,37,0.04745,0.48433,220,0
LSE-049,SIS-44,SIS-45,Suriray 220 kV,Kayra 220 kV,147.7,0.0431,0.3728,220,0
LSE-050,SIS-45,SIS-43,Kayra 220 kV,Onocora 220 kV,106,0.0428,0.3732,220,0
LSE-051,SIS-43,SIS-42,Onocora 220 kV,Tintaya 220 kV,69.7,0.043,0.3692,220,0
LSE-052,SIS-43,SIS-42,Onocora 220 kV,Tintaya 220 kV,69.7,0.043,0.3692,220,0
LSE-046,SIS-44,SIS-36,Suriray 220 kV,Abancay 220 kV,58.1,0.0498,0.5096,220,0
LSE-047,SIS-36,SICN-74,Abancay 220 kV,Cotaruse 220 kV,130,0.0498,0.5096,220,0
LSE-048,SIS-44,SICN-74,Suriray 220 kV,Cotaruse 220 kV,188.4,0.0498,0.5096,220,0
LSE-203,SIS-90,SIS-89,Nuevo Puerto Maldonado 220 kV,Nueva San Gaban 220 kV,213,0.0783,0.5262,220,0
LSE-208,SIS-90,SIS-89,Nuevo Puerto Maldonado 220 kV,Nueva San Gaban 220 kV,213,0.0791,0.5268,220,0
TNE-026,SICN-11,SICN-87,Carhuaquero 220 kV,Carhuaquero 138 kV,1,1.535211,63.336997,220,0
TNE-019,SICN-79,SICN179,Kiman Ayllu 220 kV,Kiman Ayllu 138 kV,1,0.828124,60.654067,220,0
TNE-035,SICN163,SICN164,Huaylas 220 kV,Huaylas 138 kV,1,0.904298,50.652612,220,0
TNE-A13,SICN-15,SICN-63,Chimbote 220 kV,Chimbote 138 kV,1,0.847,42.865967,220,0
TNE-B13,SICN-15,SICN-63,Chimbote 220 kV,Chimbote 138 kV,1,0.850025,43.997071,220,0
TNC-001,SICN-41,SICN-70,Paramonga 220 kV,SEPANU 138 kV,1,2.859472,113.123062,220,0
TNE-A51,SICN114,SIED-08,Lomera 220 kV,Lomera 60 kV,1,15.830091,99.419611,220,0
TNE-B51,SICN114,SIED-08,Lomera 220 kV,Lomera 60 kV,1,15.830091,99.419611,220,0
TNE-052,SICN-58,SIED-06,Zapallal 220 kV,Huarangal 60 kV,1,0.686892,29.594007,220,0
TNE-A53,SICN055,SIED-04,Chillon 220 kV,Chillon 60 kV,1,0.567326,29.787487,220,0
TNE-B53,SICN055,SIED-04,Chillon 220 kV,Chillon 60 kV,1,0.565974,29.787512,220,0
TNE-A54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,0.916373,45.890185,220,0
TNE-B54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,0.457111,28.794372,220,0
TNE-C54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,2.344637,66.864787,220,0
TNE-D54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,0.457111,33.661787,220,0
TNE-A01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,0.457111,27.691784,220,0
TNE-B01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,0.457111,27.691784,220,0
TNE-C01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,2.344637,66.864787,220,0
TNE-055,SICN-68,SICN-05,Mirador 220 kV,Mirador 60 kV,1,1.492333,46.762862,220,0
TNE-050,SICN-68,SICN-05,Mirador 220 kV,Mirador 60 kV,1,0.223421,33.664149,220,0
TNE-010,SICN068,SIED-09,Malvinas 220 kV,Mirones 60 kV,1,0.585237,29.14168,220,0
TNE-011,SICN068,SIED-09,Malvinas 220 kV,Mirones 60 kV,1,0.585237,29.14168,220,0
TNE-A03,SICN-49,SICN-50,Santa Rosa 220 kV,Santa Rosa LDS 60 kV,1,1.087319,43.949884,220,0
TNE-B03,SICN-49,SICN-50,Santa Rosa 220 kV,Santa Rosa LDS 60 kV,1,0.993208,45.606188,220,0
TNE-C35,SICN610,SICN150,San Martín 220 kV,Santa Rosa EDN 60 kV,1,0.683919,29.551043,220,0
TNE-D35,SICN610,SICN150,San Martín 220 kV,Santa Rosa EDN 60 kV,1,1.492333,46.318965,220,0
TNE-A04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,1.492333,47.045337,220,0
TNE-B04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,0.418972,30.345859,220,0
TNE-C04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,0.534986,30.344772,220,0
TNE-D04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,1.492333,46.883922,220,0
TNE-A67,SICN-48,SILS-09,San Juan 220 kV,San Juan 60 kV,1,0.695884,30.860598,220,0
TNE-B67,SICN-48,SILS-09,San Juan 220 kV,San Juan 60 kV,1,0.662193,31.762319,220,0
TNE-068,SICN148,SILS-10,Pachacutec 220 kV,Pachacutec 60 kV,1,1.613333,23.09505,220,0
TNX-003,SICN-76,SICN-44,Industriales 220 kV,Puente 60 kV,1,0.564252,25.428445,220,0
TNX-002,SICN184,SICN284,Manchay 220 kV,Manchay 60 kV,1,1.094378,44.393514,220,0
TNX-001,SICN146,SICN246,San Miguel 220 kV,San Miguel 60 kV,1,0.410056,25.245338,220,0
TNE-056,SICN-69,SILS-01,Chilca REP 220 kV,Chilca 60 kV,1,1.196892,45.964418,220,0
TNE-057,SICN117,SILS-03,Alto Praderas 220 kV,Praderas 60 kV,1,0.388632,25.34652,220,0
TNE-058,SICN172,SILS-04,Asia 220 kV,Bujama 60 kV,1,2.3855,67.376137,220,0
TNE-A59,SICN-26,SILS-05,Independencia 220 kV,Independencia 60 kV,1,3.872,90.23136,220,0
TNE-B59,SICN-26,SILS-05,Independencia 220 kV,Independencia 60 kV,1,3.872,91.587792,220,0
TNE-060,SICN115,SILS-06,Chincha 220 kV,Pueblo Nuevo 60 kV,1,1.305237,48.422746,220,0
TNE-A61,SICN-29,SILS-07,Marcona 220 kV,Marcona 60 kV,1,2.219947,94.83802,220,0
TNE-B61,SICN-29,SILS-07,Marcona 220 kV,Marcona 60 kV,1,1.816398,92.845703,220,0
TNE-062,SICN116,SILS-08,Nazca 220 kV,Nazca 60 kV,1,3.151579,113.131442,220,0
TNE-162,SILS-20,SILS-21,El Angel 220 kV,El Angel 60 kV,1,0,50.416667,220,0
TNE-002,SICN-06,SICN-07,Callahuanca 220 kV,Callahuanca 60 kV,1,1.266104,67.178659,220,0
TEC-001,SICN-28,SIEC-01,Mantaro 220 kV,Cobriza 69 kV,1,3.40736,120.177306,220,0
TEC-002,SIEC-05,SIEC-04,Mollepata 220 kV,Mollepata 69 kV,1,3.82147,106.217674,220,0
TEC-011,SICN-22,SICN322,Huancavelica 220 kV,Huancavelica 60 kV,1,6.722222,205.59013,220,0
TEC-012,SIEC-10,SIEC310,Caudalosa 220 kV,Chiribamba 60 kV,1,12.024637,294.710084,220,0
TEC-A03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,5.16912,191.594275,220,0
TEC-B03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,6.660916,198.32818,220,0
